<https://dblp.org/rec/conf/csfw/BugliesiFM05>,"""University Ca' Foscari, Venice, Italy"""
<https://dblp.org/rec/conf/csfw/CervesatoMP05>,"""Carnegie Mellon University, Doha, Qatar"""
<https://dblp.org/rec/conf/csfw/CuppensCS05>,"""IMT Atlantique, Department of Systems, Networks, Cybersecurity and Digital Law, Cesson-Sévigné, France"""
<https://dblp.org/rec/conf/csfw/CuppensCS05>,"""Polytechnique Montréal, Department of IT and software engineering, QC, Canada"""
<https://dblp.org/rec/conf/csfw/BackesDDMT05>,"""Carnegie Mellon University, Pittsburgh, USA"""
<https://dblp.org/rec/conf/csfw/BartolettiDF05>,"""University of Pisa, Computer Science Department"""
<https://dblp.org/rec/conf/csfw/BugliesiFM05>,"""Ca' Foscari Università Venezia"""
<https://dblp.org/rec/conf/csfw/MatosB05>,"""University of Lisbon, Portugal"""
<https://dblp.org/rec/conf/csfw/ChongM05>,"""Cornell University, Department of Computer Science, Ithaca, NY, USA"""
<https://dblp.org/rec/conf/csfw/ZhengM05>,"""Cornell University, Department of Computer Science, Ithaca, NY, USA"""
<https://dblp.org/rec/conf/csfw/ClarksonMS05>,"""Massachusetts Institute of Technology (MIT), Cambridge, MA, USA"""
<https://dblp.org/rec/conf/csfw/ChongM05>,"""Massachusetts Institute of Technology (MIT), Cambridge, MA, USA"""
<https://dblp.org/rec/conf/csfw/ZhengM05>,"""Massachusetts Institute of Technology (MIT), Cambridge, MA, USA"""
<https://dblp.org/rec/conf/csfw/ClarksonMS05>,"""Cornell University, Department of Computer Science, Ithaca, NY, USA"""
<https://dblp.org/rec/conf/csfw/HofheinzMU05>,"""Karlsruhe Institute of Technology, Germany"""
<https://dblp.org/rec/conf/csfw/BackesDDMT05>,"""Stanford University, Department of Computer Science"""
<https://dblp.org/rec/conf/csfw/SabelfeldS05>,"""Chalmers University of Technology, Gothenburg, Sweden"""
<https://dblp.org/rec/conf/csfw/SabelfeldS05>,"""Chalmers University of Technology, Gothenburg, Sweden"""
<https://dblp.org/rec/conf/csfw/ClarksonMS05>,"""Cornell University, Ithaca, USA"""
<https://dblp.org/rec/conf/csfw/DelicataS05>,"""University of Surrey"""
<https://dblp.org/rec/conf/csfw/HofheinzMU05>,"""University of Tartu, Estonia"""
<https://dblp.org/rec/conf/csfw/HofheinzMU05>,"""Karlsruhe Institute of Technology, Germany"""
<https://dblp.org/rec/conf/csfw/DattaDMP04>,"""University of Hawaii, Honolulu, HI, USA"""
<https://dblp.org/rec/conf/csfw/DengS04>,"""Florida International University, Miami, FL, USA"""
<https://dblp.org/rec/conf/csfw/ChadhaKS04>,"""University of Pennsylvania"""
<https://dblp.org/rec/conf/csfw/BartheDR04>,"""INRIA, Sophia Antipolis, France"""
<https://dblp.org/rec/conf/csfw/BartheDR04>,"""Saarland University, Saarbrücken, Germany"""
<https://dblp.org/rec/conf/csfw/BartheDR04>,"""National University of Córdoba, FAMAF, Argentina"""
<https://dblp.org/rec/conf/csfw/AlmgrenJ04>,"""Chalmers University of Technology, Gothenburg, Sweden"""
<https://dblp.org/rec/conf/csfw/DelauneJ04>,"""ENS Cachan, Paris, France"""
<https://dblp.org/rec/conf/csfw/MyersSZ04>,"""University of Pennsylvania, Philadelphia, PA, USA"""
<https://dblp.org/rec/conf/csfw/WhiteheadAN04>,"""University of California, Santa Cruz, USA"""
<https://dblp.org/rec/conf/csfw/BossiPR04>,"""Ca' Foscari University of Venice, Italy"""
<https://dblp.org/rec/conf/csfw/BartheDR04>,"""University of Manchester, UK"""
<https://dblp.org/rec/conf/csfw/BartheDR04>,"""University of Nijmegen, The Netherlands"""
<https://dblp.org/rec/conf/csfw/BartheDR04>,"""University of Minho, Braga, Portugal"""
<https://dblp.org/rec/conf/csfw/BartheDR04>,"""IMDEA Software Institute, Spain"""
<https://dblp.org/rec/conf/csfw/BartheDR04>,"""Centrum Wiskunde & Informatica, Amsterdam, The Netherlands"""
<https://dblp.org/rec/conf/csfw/BartheDR04>,"""Max Planck Institute for Security and Privacy, Bochum, Germany"""
<https://dblp.org/rec/conf/csfw/BartheDR04>,"""Chalmers University, Gothenburg, Sweden"""
<https://dblp.org/rec/conf/csfw/BartheDR04>,"""INRIA, Sophia-Antipolis, France"""
<https://dblp.org/rec/conf/csfw/BackesP04>,"""Saarland University, Computer Science Department, Saarbrücken, Germany"""
<https://dblp.org/rec/conf/csfw/BackesP04>,"""CISPA Helmholtz Center for Information Security, Saarbrücken, Germany"""
<https://dblp.org/rec/conf/csfw/TanCG04>,"""Royal Holloway, University of London, UK"""
<https://dblp.org/rec/conf/csfw/Canetti04>,"""Boston University, USA"""
<https://dblp.org/rec/conf/csfw/Canetti04>,"""Tel Aviv University, Israel"""
<https://dblp.org/rec/conf/csfw/ChadhaKS04>,"""University of Illinois, USA"""
<https://dblp.org/rec/conf/csfw/DattaDMP04>,"""Carnegie Mellon University, Pittsburgh, USA"""
<https://dblp.org/rec/conf/csfw/BessonBFG04>,"""Microsoft Research"""
<https://dblp.org/rec/conf/csfw/BessonBFG04>,"""Microsoft Research"""
<https://dblp.org/rec/conf/csfw/TanCG04>,"""University of Illinois, Urbana-Champaign, IL, USA"""
<https://dblp.org/rec/conf/csfw/TanCG04>,"""University of Pennsylvania, Philadelphia, PA, USA"""
<https://dblp.org/rec/conf/csfw/BraghinGS04>,"""Sapienza University of Rome, Italy"""
<https://dblp.org/rec/conf/csfw/HalpernW04>,"""Cornell University, Computer Science Department"""
<https://dblp.org/rec/conf/csfw/ChadhaKS04>,"""ENS Cachan, Paris, France"""
<https://dblp.org/rec/conf/csfw/ChadhaKS04>,"""INRIA Nancy - Grand Est, France"""
<https://dblp.org/rec/conf/csfw/MyersSZ04>,"""Cornell University, Department of Computer Science, Ithaca, NY, USA"""
<https://dblp.org/rec/conf/csfw/MyersSZ04>,"""Massachusetts Institute of Technology (MIT), Cambridge, MA, USA"""
<https://dblp.org/rec/conf/csfw/DattaDMP04>,"""Stanford University, Department of Computer Science"""
<https://dblp.org/rec/conf/csfw/MeydenS04>,"""University of New South Wales, School of Computer Science and Engineering, Australia"""
<https://dblp.org/rec/conf/csfw/WhiteheadAN04>,"""University of California, Berkeley, USA"""
<https://dblp.org/rec/conf/csfw/BackesP04>,"""Saarland University, Department of Computer Science, Saarbrücken, Germany"""
<https://dblp.org/rec/conf/csfw/BackesP04>,"""University of Hildesheim, Germany"""
<https://dblp.org/rec/conf/csfw/BackesP04>,"""IBM Research Zurich, Switzerland"""
<https://dblp.org/rec/conf/csfw/PereiraQ04>,"""Université catholique de Louvain, Belgium"""
<https://dblp.org/rec/conf/csfw/BossiPR04>,"""University Ca' Foscari, Venice, Italy"""
<https://dblp.org/rec/conf/csfw/MyersSZ04>,"""Chalmers University of Technology, Gothenburg, Sweden"""
<https://dblp.org/rec/conf/csfw/BraghinGS04>,"""University of Southampton, UK"""
<https://dblp.org/rec/conf/csfw/ChothiaDV03>,"""Stevens Institute of Technology, NJ, USA"""
<https://dblp.org/rec/conf/csfw/DattaDMP03>,"""University of Hawaii, Honolulu, HI, USA"""
<https://dblp.org/rec/conf/csfw/ChenK03>,"""University of Surrey, Surrey Centre for Cyber Security, Guildford, UK"""
<https://dblp.org/rec/conf/csfw/ChenK03>,"""Hewlett-Packard Laboratories, Bristol, UK"""
<https://dblp.org/rec/conf/csfw/Smith03>,"""Florida International University, Miami, FL, USA"""
<https://dblp.org/rec/conf/csfw/BanerjeeN03>,"""Stevens Institute of Technology, NJ, USA"""
<https://dblp.org/rec/conf/csfw/BodeiBDNN03>,"""University of Pisa, Italy"""
<https://dblp.org/rec/conf/csfw/BanerjeeN03>,"""IMDEA Software Institute, Madrid, Spain"""
<https://dblp.org/rec/conf/csfw/BanerjeeN03>,"""Kansas State University, Manhattan, KS, USA"""
<https://dblp.org/rec/conf/csfw/MillenS03>,"""MITRE Corporation, Bedford, MA, USA"""
<https://dblp.org/rec/conf/csfw/BroadfootL03>,"""University of Oxford, UK"""
<https://dblp.org/rec/conf/csfw/BodeiBDNN03>,"""University of Pisa, Italy"""
<https://dblp.org/rec/conf/csfw/ZdancewicM03>,"""University of Pennsylvania, Philadelphia, PA, USA"""
<https://dblp.org/rec/conf/csfw/Meadows03>,"""Naval Research Laboratory (NRL), Washington DC, USA"""
<https://dblp.org/rec/conf/csfw/BossiMPR03>,"""Ca' Foscari University of Venice, Italy"""
<https://dblp.org/rec/conf/csfw/DattaDMP03>,"""Carnegie Mellon University, Pittsburgh, USA"""
<https://dblp.org/rec/conf/csfw/HalpernO03>,"""Cornell University, Computer Science Department"""
<https://dblp.org/rec/conf/csfw/HalpernW03>,"""Cornell University, Computer Science Department"""
<https://dblp.org/rec/conf/csfw/BroadfootL03>,"""University of Oxford, UK"""
<https://dblp.org/rec/conf/csfw/SchwoonJRS03>,"""University of Wisconsin-Madison, Madison, USA"""
<https://dblp.org/rec/conf/csfw/LiM03>,"""Purdue University, West Lafayette, USA"""
<https://dblp.org/rec/conf/csfw/ZdancewicM03>,"""Cornell University, Department of Computer Science, Ithaca, NY, USA"""
<https://dblp.org/rec/conf/csfw/ZdancewicM03>,"""Massachusetts Institute of Technology (MIT), Cambridge, MA, USA"""
<https://dblp.org/rec/conf/csfw/LiM03>,"""Stanford University, Department of Computer Science"""
<https://dblp.org/rec/conf/csfw/DattaDMP03>,"""Stanford University, Department of Computer Science"""
<https://dblp.org/rec/conf/csfw/BodeiBDNN03>,"""Technical University of Denmark"""
<https://dblp.org/rec/conf/csfw/BodeiBDNN03>,"""Technical University of Denmark"""
<https://dblp.org/rec/conf/csfw/BossiMPR03>,"""University Ca' Foscari, Venice, Italy"""
<https://dblp.org/rec/conf/csfw/SchwoonJRS03>,"""University of Wisconsin-Madison, Madison, USA"""
<https://dblp.org/rec/conf/csfw/ChothiaDV03>,"""Northeastern University, Boston, USA"""
<https://dblp.org/rec/conf/csfw/KremerR02>,"""Université Libre de Bruxelles, Belgium"""
<https://dblp.org/rec/conf/csfw/Duggan02>,"""Stevens Institute of Technology, NJ, USA"""
<https://dblp.org/rec/conf/csfw/BanerjeeN02>,"""Stevens Institute of Technology, NJ, USA"""
<https://dblp.org/rec/conf/csfw/ButlerCJS02>,"""University of Pennsylvania"""
<https://dblp.org/rec/conf/csfw/ButtyanHC02>,"""ETH Zurich"""
<https://dblp.org/rec/conf/csfw/BackesPSW02>,"""IBM Research"""
<https://dblp.org/rec/conf/csfw/BackesPSW02>,"""Intel Labs, Hillsboro, OR, USA"""
<https://dblp.org/rec/conf/csfw/BackesPSW02>,"""Universität des Saarlandes, Germany"""
<https://dblp.org/rec/conf/csfw/BanerjeeN02>,"""Kansas State University, Manhattan, KS, USA"""
<https://dblp.org/rec/conf/csfw/BanerjeeN02>,"""IMDEA Software Institute, Madrid, Spain"""
<https://dblp.org/rec/conf/csfw/ButtyanHC02>,"""Budapest University of Technology and Economics, Department of Networked Systems and Services"""
<https://dblp.org/rec/conf/csfw/Lowe02>,"""University of Oxford, UK"""
<https://dblp.org/rec/conf/csfw/BackesPSW02>,"""Fraunhofer-Institut für sichere Informationstechnologie SIT, Germany"""
<https://dblp.org/rec/conf/csfw/BackesPSW02>,"""National Research Center for Applied Cybersecurity ATHENE, germany"""
<https://dblp.org/rec/conf/csfw/BackesPSW02>,"""Technische Universität Darmstadt, Germany"""
<https://dblp.org/rec/conf/csfw/Guttman02>,"""The MITRE Corporation, Bedford, MA, USA"""
<https://dblp.org/rec/conf/csfw/Guttman02>,"""Worcester Polytechnic Institute, MA, USA"""
<https://dblp.org/rec/conf/csfw/BackesPSW02>,"""Saarland University, Computer Science Department, Saarbrücken, Germany"""
<https://dblp.org/rec/conf/csfw/BackesPSW02>,"""CISPA Helmholtz Center for Information Security, Saarbrücken, Germany"""
<https://dblp.org/rec/conf/csfw/ButlerCJS02>,"""Carnegie Mellon University, Doha, Qatar"""
<https://dblp.org/rec/conf/csfw/PouzolD02>,"""IRISA Rennes, LIS"""
<https://dblp.org/rec/conf/csfw/FocardiR02>,"""Ca' Foscari Università Venezia"""
<https://dblp.org/rec/conf/csfw/GordonJ02>,"""Microsoft Research"""
<https://dblp.org/rec/conf/csfw/PierroHW02>,"""Imperial College London, UK"""
<https://dblp.org/rec/conf/csfw/HalpernO02>,"""Cornell University, Computer Science Department"""
<https://dblp.org/rec/conf/csfw/ButtyanHC02>,"""Swiss Federal Institute of Technology in Lausanne, Switzerland"""
<https://dblp.org/rec/conf/csfw/BroadfootR02>,"""University of Oxford, UK"""
<https://dblp.org/rec/conf/csfw/JhaR02>,"""University of Wisconsin-Madison, Madison, USA"""
<https://dblp.org/rec/conf/csfw/JhaSW02>,"""University of Wisconsin-Madison, Madison, USA"""
<https://dblp.org/rec/conf/csfw/KarjothS02>,"""IBM Research Zurich, Switzerland"""
<https://dblp.org/rec/conf/csfw/KremerR02>,"""ENS Cachan, Paris, France"""
<https://dblp.org/rec/conf/csfw/KremerR02>,"""INRIA Nancy - Grand Est, France"""
<https://dblp.org/rec/conf/csfw/PierroHW02>,"""University of Pisa, Italy"""
<https://dblp.org/rec/conf/csfw/BackesPSW02>,"""IBM Research Zurich, Switzerland"""
<https://dblp.org/rec/conf/csfw/BackesPSW02>,"""Saarland University, Department of Computer Science, Saarbrücken, Germany"""
<https://dblp.org/rec/conf/csfw/BackesPSW02>,"""University of Hildesheim, Germany"""
<https://dblp.org/rec/conf/csfw/PucellaW02>,"""Northeastern University, Boston, USA"""
<https://dblp.org/rec/conf/csfw/BroadfootR02>,"""University of Oxford, UK"""
<https://dblp.org/rec/conf/csfw/FocardiR02>,"""University Ca' Foscari, Venice, Italy"""
<https://dblp.org/rec/conf/csfw/JhaR02>,"""University of Wisconsin-Madison, Madison, USA"""
<https://dblp.org/rec/conf/csfw/JhaSW02>,"""Carnegie Mellon University, Pittsburgh, USA"""
<https://dblp.org/rec/conf/csfw/JhaSW02>,"""Microsoft Research, USA"""
<https://dblp.org/rec/conf/csfw/SumiiP01>,"""Tohoku University, ECEI"""
<https://dblp.org/rec/conf/csfw/DurginMP01>,"""University of Hawaii, Honolulu, HI, USA"""
<https://dblp.org/rec/conf/csfw/RyanMMG01>,"""Carnegie Mellon University, Pittsburgh, PA, USA"""
<https://dblp.org/rec/conf/csfw/LiuJ01>,"""Pennsylvania State University, College of Information Sciences and Technology, University Park, PA, USA"""
<https://dblp.org/rec/conf/csfw/LiuJ01>,"""George Mason University, Fairfax, VA, USA"""
<https://dblp.org/rec/conf/csfw/LiuJ01>,"""University of Maryland, Department of Information Systems, Baltimore County, Baltimore, MD, USA"""
<https://dblp.org/rec/conf/csfw/JhaTM01>,"""Carnegie Mellon University, Pittsburgh, USA"""
<https://dblp.org/rec/conf/csfw/CortierMR01>,"""SRI International, Menlo Park, California, USA"""
<https://dblp.org/rec/conf/csfw/Smith01>,"""Florida International University, Miami, FL, USA"""
<https://dblp.org/rec/conf/csfw/FioreA01>,"""University of Cambridge, UK"""
<https://dblp.org/rec/conf/csfw/ScedrovCGWW01>,"""University of Pennsylvania"""
<https://dblp.org/rec/conf/csfw/ScedrovCGWW01>,"""University of California, Berkeley, CA, USA"""
<https://dblp.org/rec/conf/csfw/CortierMR01>,"""CNRS, France"""
<https://dblp.org/rec/conf/csfw/CortierMR01>,"""MITRE Corporation, Bedford, MA, USA"""
<https://dblp.org/rec/conf/csfw/RyanMMG01>,"""MITRE Corporation, Bedford, MA, USA"""
<https://dblp.org/rec/conf/csfw/ScedrovCGWW01>,"""Fraunhofer-Institut für sichere Informationstechnologie SIT, Germany"""
<https://dblp.org/rec/conf/csfw/ScedrovCGWW01>,"""National Research Center for Applied Cybersecurity ATHENE, germany"""
<https://dblp.org/rec/conf/csfw/ScedrovCGWW01>,"""Technische Universität Darmstadt, Germany"""
<https://dblp.org/rec/conf/csfw/ScedrovCGWW01>,"""Worcester Polytechnic Institute, MA, USA"""
<https://dblp.org/rec/conf/csfw/ScedrovCGWW01>,"""The MITRE Corporation, Bedford, MA, USA"""
<https://dblp.org/rec/conf/csfw/ZdancewicM01>,"""University of Pennsylvania, Philadelphia, PA, USA"""
<https://dblp.org/rec/conf/csfw/FioreA01>,"""University of California, Santa Cruz, USA"""
<https://dblp.org/rec/conf/csfw/DuA01>,"""Purdue University, West Lafayette, USA"""
<https://dblp.org/rec/conf/csfw/Blanchet01>,"""ENS Paris, France"""
<https://dblp.org/rec/conf/csfw/ScedrovCGWW01>,"""Tel Aviv University, Israel"""
<https://dblp.org/rec/conf/csfw/ScedrovCGWW01>,"""Boston University, USA"""
<https://dblp.org/rec/conf/csfw/ChanderMD01>,"""Princeton University, USA"""
<https://dblp.org/rec/conf/csfw/DuA01>,"""Syracuse University, USA"""
<https://dblp.org/rec/conf/csfw/GordonJ01>,"""Microsoft Research"""
<https://dblp.org/rec/conf/csfw/RogerG01>,"""École Normale Supérieure de Cachan"""
<https://dblp.org/rec/conf/csfw/HalpernM01>,"""Cornell University, Computer Science Department"""
<https://dblp.org/rec/conf/csfw/HeiselPS01>,"""University of Duisburg-Essen, Germany"""
<https://dblp.org/rec/conf/csfw/JhaTM01>,"""University of Wisconsin-Madison, Madison, USA"""
<https://dblp.org/rec/conf/csfw/HagstromJPW01>,"""George Mason University, Fairfax, Virginia, USA"""
<https://dblp.org/rec/conf/csfw/LiuJ01>,"""George Mason University, Fairfax, Virginia, USA"""
<https://dblp.org/rec/conf/csfw/ZdancewicM01>,"""Massachusetts Institute of Technology (MIT), Cambridge, MA, USA"""
<https://dblp.org/rec/conf/csfw/ZdancewicM01>,"""Cornell University, Department of Computer Science, Ithaca, NY, USA"""
<https://dblp.org/rec/conf/csfw/MantelS01>,"""Darmstadt University of Technology, Germany"""
<https://dblp.org/rec/conf/csfw/DurginMP01>,"""Stanford University, Department of Computer Science"""
<https://dblp.org/rec/conf/csfw/ChanderMD01>,"""Stanford University, Department of Computer Science"""
<https://dblp.org/rec/conf/csfw/HalpernM01>,"""University of New South Wales, School of Computer Science and Engineering, Australia"""
<https://dblp.org/rec/conf/csfw/SumiiP01>,"""University of Pennsylvania, Philadelphia, PA, USA"""
<https://dblp.org/rec/conf/csfw/PereiraQ01>,"""Université catholique de Louvain, Belgium"""
<https://dblp.org/rec/conf/csfw/RusinowitchT01>,"""INRIA, France"""
<https://dblp.org/rec/conf/csfw/RyanMMG01>,"""University of Luxembourg"""
<https://dblp.org/rec/conf/csfw/MantelS01>,"""Chalmers University of Technology, Gothenburg, Sweden"""
<https://dblp.org/rec/conf/csfw/HagstromJPW01>,"""George Mason University, Fairfax, Virginia, USA"""
<https://dblp.org/rec/conf/csfw/PerrigS00>,"""ETH Zürich, Switzerland"""
<https://dblp.org/rec/conf/csfw/CervesatoDMLS00>,"""University of Pennsylvania"""
<https://dblp.org/rec/conf/csfw/MillenW00>,"""MITRE Corporation, Bedford, MA, USA"""
<https://dblp.org/rec/conf/csfw/DenkerMGF00>,"""MITRE Corporation, Bedford, MA, USA"""
<https://dblp.org/rec/conf/csfw/HeatherLS00>,"""University of Oxford, UK"""
<https://dblp.org/rec/conf/csfw/GuttmanT00>,"""The MITRE Corporation, Bedford, MA, USA"""
<https://dblp.org/rec/conf/csfw/GuttmanT00>,"""Worcester Polytechnic Institute, MA, USA"""
<https://dblp.org/rec/conf/csfw/Meadows00>,"""Naval Research Laboratory (NRL), Washington DC, USA"""
<https://dblp.org/rec/conf/csfw/AielloM00>,"""Sapienza University of Rome, Italy"""
<https://dblp.org/rec/conf/csfw/KakkarGA00>,"""University of California, Santa Cruz, USA"""
<https://dblp.org/rec/conf/csfw/AuraBS00>,"""Microsoft Research"""
<https://dblp.org/rec/conf/csfw/AuraBS00>,"""University of California, Davis, Department of Computer Science"""
<https://dblp.org/rec/conf/csfw/CervesatoDMLS00>,"""Carnegie Mellon University, Doha, Qatar"""
<https://dblp.org/rec/conf/csfw/DenkerMGF00>,"""Braunschweig University of Technology, Germany"""
<https://dblp.org/rec/conf/csfw/DamG00>,"""Swedish Institute of Computer Science, Stockholm, Sweden"""
<https://dblp.org/rec/conf/csfw/DenkerMGF00>,"""University of St Andrews, School of Computer Science"""
<https://dblp.org/rec/conf/csfw/FocardiGM00>,"""Ca' Foscari Università Venezia"""
